,Company,Company Description,Date Victimised,,Number of Clicks,Status,pageurl
521,drilmaco.com,"Drilmaco specializes in deep hole drilling & honing, CNC lathe machining and milling operations. Specifically, we provide material sizing by the following processes: Turning Drilling Boring Milling Threading (TPCQ(EX), API, etc..)",10/14/2023 13:44,"10 MAR, 2023 12:23 UTC",20414,Published,http://lockbitapt6vx57t3eeqjofwgcglmutr3a35nygvokja5uuccip4ykyd.onion//post/5Sdagb9C7KCqOwu0640b21469398a
522,heidelbergbread.com,"At Heidelberg Bread Company we promise to provide health conscious consumers with fresh, all natural, artisan breads made from sustainably sourced ingredients baked under Orthodox Union kosher standards that have an old world taste, and sold at an af...",10/14/2023 13:03,"10 MAR, 2023 12:12 UTC",24549,Published,http://lockbitapt6vx57t3eeqjofwgcglmutr3a35nygvokja5uuccip4ykyd.onion//post/otAhM1rEOZel5OI4640b1e92cdcaa
523,schauenburg.com,"Schauenburg Industries Ltd. of North Bay, Ontario, Canada, is a Schauenburg Group company. Founded in 1969 in the heart of Canada's mining district, the company continues to supply products to the mining, tunneling, forestry and other industries.",10/14/2023 13:01,"10 MAR, 2023 12:10 UTC",21479,Published,http://lockbitapt6vx57t3eeqjofwgcglmutr3a35nygvokja5uuccip4ykyd.onion//post/22dMvRMWP964MwG7640b1e3d890ce
524,alpes-sante-travail.org,"Alpes Santé Travail est constitué en association loi 1901, au service de 4 700 entreprises adhérentes et 63 000 salariés, soumis à un renouvellement d’agrément tous les 5 ans par la DREETS. Notre agrément a été renouvelé le 19 janvier 2020 pour l’en...",10/14/2023 13:02,"10 MAR, 2023 12:03 UTC",33573,Published,http://lockbitapt6vx57t3eeqjofwgcglmutr3a35nygvokja5uuccip4ykyd.onion//post/gSPSR4B9gEmVIwtm640b1c7721a02
525,kisp.com,"KiSP creates, develops and provides client-facing solutions to manufacturers, dealers, interior designers and customers in the office furniture industry. Founded in 1993, KiSP is headquartered in Toronto, Canada, with additional offices in Costa...",10/14/2023 13:44,"10 MAR, 2023 11:59 UTC",20519,Published,http://lockbitapt6vx57t3eeqjofwgcglmutr3a35nygvokja5uuccip4ykyd.onion//post/3QcFVu9lFJC1rSc1640b1ba9abfeb
526,pmsoffice.de,"The hotel software hotline is the award-winning hotel program for small and large hotels, with individual extensions and TSE certification. Data related hotline software and hotels they cooperate.",10/14/2023 13:44,"09 MAR, 2023 22:26 UTC",21039,Published,http://lockbitapt6vx57t3eeqjofwgcglmutr3a35nygvokja5uuccip4ykyd.onion//post/AfqfxvxZpwViQEmg640a5d0bcac51
527,audio-technica.com,"Audio-Technica was founded in Japan on 17th April 1962 by Hideo Matsushita. After operating from a small flat above a ramen shop in Shinjuku, Audio-Technica opened a larger headquarters in Machida, Tokyo, where the company still operates today.",10/14/2023 13:47,"09 MAR, 2023 05:56 UTC",31245,Published,http://lockbitapt6vx57t3eeqjofwgcglmutr3a35nygvokja5uuccip4ykyd.onion//post/8iq16QGq5aRMy93W6409751aa0094
528,mcna.net,"MCNA Dental (MCNA Insurance Company and Managed Care of North America, Inc.) is a leading dental benefits manager committed to providing high quality services to state agencies and managed care organizations for their Medicaid, Children's Health Insu...",10/14/2023 13:33,"07 MAR, 2023 09:11 UTC",21488,Published,http://lockbitapt6vx57t3eeqjofwgcglmutr3a35nygvokja5uuccip4ykyd.onion//post/nOkpQAivwdDwhYy26406ffddc9f4e
529,gdz.com,"Fully integrated shipping line software. Provides a complete platform for managing the commercial and operational aspects of ocean carriers and agents. As a result of the attack on the this company, we also attacked its customers. In addition to the...",10/14/2023 14:00,"07 MAR, 2023 06:41 UTC",24720,Published,http://lockbitapt6vx57t3eeqjofwgcglmutr3a35nygvokja5uuccip4ykyd.onion//post/8Kk7mPMknW8aWj9V6406dc809d812
530,hendrickcorp.com,"Hendrick's customer service, engineering capabilities and manufacturing expertise are second to none. Our commitment to lean manufacturing methods is a testament to our dedication to providing our customers the best product. With 145+ years of manufa...",10/14/2023 13:06,"06 MAR, 2023 20:09 UTC",18608,Published,http://lockbitapt6vx57t3eeqjofwgcglmutr3a35nygvokja5uuccip4ykyd.onion//post/CvPwXalf1tXbSAHC64064870d09ef
531,greekpeak.net,"WELCOME TO GREEK PEAK Greek Peak Mountain Resort, central New York's largest ski resort was founded in 1958 and has remained at the leading edge of the ski industry with fifty-six trails, six chair lifts, two surface lifts, beginners' slope, and terr...",10/14/2023 13:20,"13 FEB, 2023 06:49 UTC",27079,Published,http://lockbitapt6vx57t3eeqjofwgcglmutr3a35nygvokja5uuccip4ykyd.onion//post/8nmFZTPxtZHz0LoO63e9dd821c208
532,nicklaus.com,"Partner Spotlight: Nicklaus Companies extends landmark agreement with Japan's Kosugi, Inc. To reach 50 years. The Nicklaus Companies and its largest worldwide licensee, Kosugi Inc., today announced a historic long-term contract extension to manufactu...",10/14/2023 13:07,"06 FEB, 2023 12:41 UTC",31005,Published,http://lockbitapt6vx57t3eeqjofwgcglmutr3a35nygvokja5uuccip4ykyd.onion//post/sS6QQig1vV0mZa2T63e0f561ef4dc
533,ascentengrs.com,,10/14/2023 13:43,"02 MAR, 2023 05:04 UTC",24242,Published,http://lockbitapt6vx57t3eeqjofwgcglmutr3a35nygvokja5uuccip4ykyd.onion//post/IfL6OQGvTzC6hV7U64002e578b043
534,jams.edu.jo,"JAMS is a quality focused maritime institution providing comprehensive services of Maritime Education and Training (MET) while committed to customers, employees, owners and the maritime community in general.",10/14/2023 13:45,"06 FEB, 2023 13:15 UTC",35900,Published,http://lockbitapt6vx57t3eeqjofwgcglmutr3a35nygvokja5uuccip4ykyd.onion//post/MEqPDfUqzXzO2GRq63e0fd860af8f
535,nlsmichigan.org,Neighborhood Legal Services Michigan (NLSM) offers one-of-a-kind services to promote health safety and self-sufficiency. We are a regional business and non-profit collaborative coordinating Southeastern Michigan community outreach and pro-bono partne...,10/14/2023 13:19,"02 FEB, 2023 21:58 UTC",28565,Published,http://lockbitapt6vx57t3eeqjofwgcglmutr3a35nygvokja5uuccip4ykyd.onion//post/zkLJOi0CNkfAXIem63dc31ed50812
536,prlabs.com,"For many years, Premier Research Labs has had a sterling reputation as the world's leader in cellular resonant nutrition technology. We have strived to become the industry leader in excipient-free, preservative-free, premier quality nutritional produ...",10/14/2023 14:23,"06 FEB, 2023 12:45 UTC",27981,Published,http://lockbitapt6vx57t3eeqjofwgcglmutr3a35nygvokja5uuccip4ykyd.onion//post/t0ti0SdjkqmzQAWT63e0f68234f37
537,bethrivkah.edu,"Founded in 1941 by the previous Lubavitcher Rebbe, Rabbi Yosef I. Schneerson, and led by Rebbe Menachem Mendel Schneerson, Bet Rivka was the world's first Hasidic school for girls. Today, Beth Rivkah has over 2,000 students enrolled in our preschool...",10/14/2023 13:20,"02 FEB, 2023 23:09 UTC",29131,Published,http://lockbitapt6vx57t3eeqjofwgcglmutr3a35nygvokja5uuccip4ykyd.onion//post/vH1SIAgn4hKnKSOY63dc42a109499
538,scandia.ro,"Scandia Food is the market leader in meat-based canned food in Romania, leading the liver pâté category with a volume market share of over 43% (source: AC Nielsen, AS 2018), but also covering other segments such as vegetable pâté, meat and canned foo...",10/14/2023 13:46,"02 FEB, 2023 22:51 UTC",27983,Published,http://lockbitapt6vx57t3eeqjofwgcglmutr3a35nygvokja5uuccip4ykyd.onion//post/ck91y4lpz2qFNrHd63dc3e8298164
539,kostika.co.il,"Stolen 250gb Decades of years in the industry, combined with unique abilities, Give the Kostica group the opportunity to translate the language of architects For practical construction solutions that fulfill any plan, at any height, in any shape...",10/14/2023 14:26,"02 FEB, 2023 22:45 UTC",28298,Published,http://lockbitapt6vx57t3eeqjofwgcglmutr3a35nygvokja5uuccip4ykyd.onion//post/Sgwm0jPQ2gVsHSam63dc3d277c697
540,elsan.care,"stolen: 821 GB. data: marketing, finance, information of all departments of one of the company's clinics, numbers, personal data of employees, contracts, reports, internal and external contracts with policyholders, subsidiaries, etc. Elsan is a m...",10/14/2023 13:13,"24 JAN, 2023 12:26 UTC",28256,Published,http://lockbitapt6vx57t3eeqjofwgcglmutr3a35nygvokja5uuccip4ykyd.onion//post/YKpI7wxaUVjMD8iZ63cfce88665fa
541,newbridge.org,"Founded in 1963, NewBridge Services is a non-profit organization that provides mental healthcare services to individuals of all ages.",10/14/2023 13:34,"16 FEB, 2023 09:28 UTC",24929,Published,http://lockbitapt6vx57t3eeqjofwgcglmutr3a35nygvokja5uuccip4ykyd.onion//post/MM3CQtzq3b0kInv663edf735a5c73
542,plasmasurgical.com,"PlasmaJet – the first device to use entirely Pure-Plasma for surgery – is privately held by Plasma Surgical based in Atlanta (GA), USA. We are experts in plasma energy with pioneering research in medical plasma technology and a robust patent portfol...",10/14/2023 13:45,"02 FEB, 2023 22:01 UTC",27629,Published,http://lockbitapt6vx57t3eeqjofwgcglmutr3a35nygvokja5uuccip4ykyd.onion//post/RmUNREVIN1xW6b5P63dc32d6d55fc
543,tjel.net,AboutUs: Thai Jurong Engineering Limited (TJEL) was incorporated in December 1988. The company's core business is to provide engineering and construction services in the power generation sector. It also undertakes plant erection for industrial plant...,10/14/2023 13:45,"01 MAR, 2023 10:09 UTC",25739,Published,http://lockbitapt6vx57t3eeqjofwgcglmutr3a35nygvokja5uuccip4ykyd.onion//post/XZTIHWlRk1rGGNLr63ff246b5ab79
544,egas.no,,10/14/2023 13:16,"01 MAR, 2023 07:31 UTC",24856,Published,http://lockbitapt6vx57t3eeqjofwgcglmutr3a35nygvokja5uuccip4ykyd.onion//post/EW2EUoEMrm3Xsw1Y63feff43c59ae
545,laxmi.com,,10/14/2023 13:17,"01 MAR, 2023 06:45 UTC",21634,Published,http://lockbitapt6vx57t3eeqjofwgcglmutr3a35nygvokja5uuccip4ykyd.onion//post/4j9wKo76aQqFEabt63fef495ac71b
546,indigo.ca,"Indigo Books & Music Inc., known as ""Indigo"" and stylized ""!ndigo"", is Canada's only major English-language bookstore chain. It is Canada's largest book, gift, and specialty toy retailer, operating stores in all ten provinces and one territory, and t...",10/14/2023 13:18,"28 FEB, 2023 20:39 UTC",23151,Published,http://lockbitapt6vx57t3eeqjofwgcglmutr3a35nygvokja5uuccip4ykyd.onion//post/uPjV1mQWkp9st8wi63fe666bbfb94
547,hafele.com,"Furniture fittings, architectural hardware, electronic locking systems - Häfele. The hafele.com website is currently being reactivated. On the night of February 2, 2023, there was a ransomware attack on the IT systems of the Häfele Worldwide Group fr...",10/14/2023 13:45,"28 FEB, 2023 20:20 UTC",22834,Published,http://lockbitapt6vx57t3eeqjofwgcglmutr3a35nygvokja5uuccip4ykyd.onion//post/DgXltHQUpMHkwQpG63fe62201005f
548,princepalace.co.th,"With six restaurants and bars, Prince Palace Hotel is passionate about serving guests delightful eating and drinking experiences, including at celebrated Cantonese, Japanese, Thai and international restaurants and a scenic pool bar. The two curvaceou...",10/14/2023 13:19,"28 FEB, 2023 12:24 UTC",37771,Published,http://lockbitapt6vx57t3eeqjofwgcglmutr3a35nygvokja5uuccip4ykyd.onion//post/gfnU6xKTZUJDed7X63fdf28ded621
549,nokair.com,Nok Air is a low-cost airline in Thailand operating mostly domestic services out of Bangkok's Don Mueang International Airport. Thai Airways International owns the fourth-largest stake in the airline.,10/14/2023 13:25,"28 FEB, 2023 12:22 UTC",22442,Published,http://lockbitapt6vx57t3eeqjofwgcglmutr3a35nygvokja5uuccip4ykyd.onion//post/pB2e8f8GcMBwXw5163fdf2176ac74
550,haeco.com,"Hong Kong Aircraft Engineering Company Limited is one of the world's leading independent aircraft engineering and maintenance groups with its head office located at Hong Kong International Airport. Established in 1950, the HAECO Group comprises 16 op...",10/14/2023 13:57,"28 FEB, 2023 12:20 UTC",22882,Published,http://lockbitapt6vx57t3eeqjofwgcglmutr3a35nygvokja5uuccip4ykyd.onion//post/iAnD1ypiCZNqezbW63fdf1a878ba8
551,df.senac.br,"Senac Distrito Federal - DF Conheça Nossos cursos! Inovação na Prática! revolucione o seu futuro! cursos livres Aprenda com cursos rápidos, práticos e conectados com as inovações do mercado. Acessar cursos Técnicos Cursos práticos e de média duração...",10/14/2023 13:56,"28 FEB, 2023 12:19 UTC",22328,Published,http://lockbitapt6vx57t3eeqjofwgcglmutr3a35nygvokja5uuccip4ykyd.onion//post/UCvzsZgBEEmBwH3l63fdf14cb7e4d
552,georgeleslie.co.uk,"George Leslie is a Civil Engineering Contractor that has operated in Scotland for nearly 60 years. Based in Barrhead, East Renfrewshire, we operate across Scotland and beyond working on Marine projects, Water Management, Infrastructure and Energy.",10/14/2023 13:26,"28 FEB, 2023 12:16 UTC",22103,Published,http://lockbitapt6vx57t3eeqjofwgcglmutr3a35nygvokja5uuccip4ykyd.onion//post/9gZKh0vEGZ2SUp4n63fdf0a40732a
553,wmich.edu,"Western Michigan University is a public research university in Kalamazoo, Michigan. It was initially established as Western State Normal School in 1903 by Governor Aaron T. Bliss for the training of teachers.",10/14/2023 14:25,"28 FEB, 2023 12:13 UTC",21851,Published,http://lockbitapt6vx57t3eeqjofwgcglmutr3a35nygvokja5uuccip4ykyd.onion//post/mA73kdSnWkPdngLq63fdeffd91aee
554,cobcreditunion.com,At COB we hold the opinions of every member in the highest regard. Our decisions are truly influenced by the wishes and needs of our members. 300 Million + Borrowed 60 Thousand + Members Explore What COB Has To Offer Let us help you make the best fin...,10/14/2023 13:22,"28 FEB, 2023 12:12 UTC",21785,Published,http://lockbitapt6vx57t3eeqjofwgcglmutr3a35nygvokja5uuccip4ykyd.onion//post/eqTkWRoDa7TW4sg863fdef9e700a4
555,globalcommunities.org,Global Communities is a global development organization that has grown to reach over 35 countries per year. The non-profit organization was founded in 1952 as the Cooperative Housing Foundation and provided affordable housing for low-income families...,10/14/2023 13:22,"28 FEB, 2023 12:09 UTC",21362,Published,http://lockbitapt6vx57t3eeqjofwgcglmutr3a35nygvokja5uuccip4ykyd.onion//post/Y03BfZgZzJyaT5YW63fdeeea9cbde
556,lsa-international.com,"LSA International is one of Europe's leading brands of contemporary handmade glass & high quality porcelain. Shop for Wine glasses, Vases and glassware.",10/14/2023 14:16,"28 FEB, 2023 06:59 UTC",23567,Published,http://lockbitapt6vx57t3eeqjofwgcglmutr3a35nygvokja5uuccip4ykyd.onion//post/jn5VZjQqDqXP6UCg63fda6404aec1
557,hico-ics.com,"HiCo-ICS has been a leading global provider of enterprise IT-solutions for industry, authorities and communities since 1997. HiCo-ICS provides process and system integration, information networking of technical logistic documentation and product info...",10/14/2023 14:18,"28 FEB, 2023 06:49 UTC",37446,Published,http://lockbitapt6vx57t3eeqjofwgcglmutr3a35nygvokja5uuccip4ykyd.onion//post/mN28H5wx9BdzhEEi63fda403ad191
558,rosenbauer.com,rosenbaueramerica.com Rosenbauer is the world's largest producer of custom fire trucks worldwide with 14 factory locations and more than 150 years of experience. rosenbauer\veeam_admin:R%senbau3r2017! administrator@vsphere.local R0s3nb@u3r 232GB,10/14/2023 14:16,"27 FEB, 2023 11:02 UTC",11393,Published,http://lockbitapt6vx57t3eeqjofwgcglmutr3a35nygvokja5uuccip4ykyd.onion//post/eWGPgTgyCPotTjuT63fc8daee1548
559,ilfsindia.com,"IL&FS has been registered as a Systemically Important Non-Deposit Accepting Core Investment Company. On October 01, 2018, based on a petition by Union of India, the erstwhile Board of Directors was suspended by the NCLT with immediate effect and New...",10/14/2023 14:16,"27 FEB, 2023 09:05 UTC",29784,Published,http://lockbitapt6vx57t3eeqjofwgcglmutr3a35nygvokja5uuccip4ykyd.onion//post/V39XVSuooNtWab0A63fc726c2fb7e
560,royalmailgroup.com,"Last chance to prevent leaks of royal information. We are ready to make a discount, remove the stolen information and provide a decryptor for 40 million dollars. There will be no more delays, after the timer expires all the data will be released.",10/14/2023 14:18,"06 FEB, 2023 12:55 UTC",40903,Published,http://lockbitapt6vx57t3eeqjofwgcglmutr3a35nygvokja5uuccip4ykyd.onion//post/TqvYTKKoycawsXyg63e0f8ce66113
561,skylinetrisource.com,"Find the right fit for your brand with Skyline Trisource Exhibits and Environments in Cleveland. We create custom exhibits, without the custom price tag. Our high-impact graphics, modular structures and comprehensive services make great exhibit desig...",10/14/2023 13:56,"22 FEB, 2023 11:24 UTC",22807,Published,http://lockbitapt6vx57t3eeqjofwgcglmutr3a35nygvokja5uuccip4ykyd.onion//post/BfGSFiypfoW8hAwA63f5fb7bad993
562,cotteeparker.com.au,"Founded in 1989, Cottee Parker combine intellect and creativity with a skilful, sensitive approach to design. We design considering culture, environment and the human condition to produce responsive and sustainable solutions. We use our experience, s...",10/14/2023 13:28,"22 FEB, 2023 09:42 UTC",27694,Published,http://lockbitapt6vx57t3eeqjofwgcglmutr3a35nygvokja5uuccip4ykyd.onion//post/g5d70UG9KEykyVps63f5e386729ad
