,Company URL,Company Description,Date Victimised ,Number of Clicks,Status,Company_Country,Industry_Type,Personal Identifiable Information (PII),Financial Data,Healthcare Information,Employee and HR Data,Intellectual Property and Trade Secrets,Customer and Client Data,Legal Documents,Government and Defense Information,Educational Data,Credentials and Access Information,Databases,Website Data,Backup Data,Video and Surveillance Footage,Social Media Data,Utility and Infrastructure Data,Sensitive Communication
485,hitzler-ingenieure.de,The world is changing - and we with it. The German construction industry is facing the greatest upheaval in its history. The megatrends of digitization and sustainability will fundamentally change the industry. And require continuously growing know-...,"19 MAR, 2023 14:27 UTC",21328,Published,Deutschland,Baugewerbe,,,,,,,,,,,,,,,,,
486,bbsautomation.com,"BBS Provides Innovative Advanced Engineering Worldwide BBS is committed to providing engineering solutions which are not only financially feasible and structurally sound, but help improve safety, reliability and profitability. At BBS, assembly auto...","19 MAR, 2023 14:07 UTC",21738,Published,Deutschland,Machinery Manufacturing,,,,,,,,,,,,,,,,,
487,spoormaker.co.za,"SPOORMAKER AND PARTNERS INC | REGISTRATION (CIPC NO): 1981/008290/21. Consultations on mechanics, electrics, fire fighting and sanitation. Designing. There are more than 350Gb of confidential data","19 MAR, 2023 05:02 UTC",21053,Published,South Africa,Engineering Services,,,,,,,,,,,,,,,,,
488,r-pac.com,korea,"17 MAR, 2023 12:15 UTC",24882,Published,United States,Packaging and Containers Manufacturing,,,,,,,,,,,,,,,,,
489,gruppobeltrame.com,"Active in the iron and steel sector since 1896, AFV Gruppo Beltrame is synonymous with excellence and innovation in the production of merchant bars and special profiles for multiple applications: construction, shipyards and excavators. We have a lot...","14 FEB, 2023 23:04 UTC",56642,Published,Italia,Attività minerarie,,,,,,,,,,,,,,,,,
490,sabena-engineering.com,"Sabena Engineering is your reference for Maintenance, Repair, Overhaul & Upgrades. We support airlines and air forces around the globe. With our experienced engineers, technicians and mechanics, your fleet is in safe hands. We will attach proofs of...","13 MAR, 2023 21:55 UTC",44697,Published,België / Belgique / Belgien,Airlines and Aviation,,,,,,,,,,,,,,,,,
491,essendant.com,"Essendant, formerly known as United Stationers, is a national wholesale distributor of office supplies, with consolidated net sales of $5.3 billion. Essendant stocks over 160,000 items including traditional office products, office furniture, janitori...","14 MAR, 2023 21:57 UTC",22976,Published,United States,Wholesale,,,,,,,,,,,,,,,,,
492,ktcs.com.my,"Kilang Tin Can (Sel) Sdn Bhd (雪蘭莪製罐廠有限公司), incorporated in 1976, is a metal can manufacturing company located at Jalan Haji Sirat, Klang, Selangor.","16 MAR, 2023 17:36 UTC",21284,Published,United States,Entertainment,,,,,,,,,,,,,,,,,
493,boothtransport.com,"Booth is one of Australia's most respected national freight and logistics service providers. Our national fleet of transport equipment, warehousing facilities and professional staff are supported by industry specific operational systems. This deliver...","16 MAR, 2023 17:29 UTC",20852,Published,Australia,Truck Transportation,,,,,,,,,,,,,,,,,
494,radium.com.tw,"Radium Life Technology Co., Ltd. is developing real estate projects in Taiwan. It develops and operates the T9 BOT project, which consists of a bus terminal, four residential buildings, two office towers, a shopping mall, a hotel, and a movie theater","16 MAR, 2023 09:42 UTC",24250,Published,United States,Broadcast Media Production and Distribution,,,,,,,,,,,,,,,,,
495,buehnen.de,"Wenn wir Ihr Ziel kennen, stellen wir die richtigen Fragen und liefern das optimale Ergebnis für eine sichere und optimale Klebung Ihrer Komponenten. Für uns stehen nicht unsere Produkte im Fokus, sondern das belastbar beste Ergebnis für unsere Kunde...","16 MAR, 2023 09:21 UTC",21143,Published,Deutschland,Chemical Manufacturing,,,,,,,,,,,,,,,,,
496,meatel.com,"Established in 1977, Meatel is a leading innovative Telecommunication, ICT and security provider and Integrator for the Public and the Private Sectors, including fixed and mobile operators. We offer a suite of services and solutions from design, supp...","16 MAR, 2023 09:18 UTC",20693,Published,,اتصالات,,,,,,,,,,,,,,,,,
497,mandirisekuritas.co.id,Mandiri Sekuritas merupakan mitra investasi tepercaya yang menyediakan solusi pasar modal komprehensif dengan beragam produk dan layanan unggulan,"16 MAR, 2023 09:05 UTC",130299,Published,,,,,,,,,,,,,,,,,,,
498,waldogeneral.com,"Waldo General, Inc. is a management company specializing in the management of Associated Business Units; most of which operate in the financial services industry. Waldo General, Inc.'s portfolio of businesses that it manages include storefront consum...","16 MAR, 2023 09:03 UTC",21021,Published,United States,Business Consulting and Services,,,,,,,,,,,,,,,,,
499,perfectplacement.co.uk,recruitment agency,"16 MAR, 2023 09:00 UTC",20059,Published,,Human Resources Services,,,,,,,,,,,,,,,,,
500,regaltax.us,"Regal Tax Advisory Group has been in business for more than 14 years. We are proud to say that we have delivered satisfaction and excellence, not just in Doral, FL and Miramar, FL, but also throughout the United States. The services we provide are al...","16 MAR, 2023 06:58 UTC",20777,Published,United States,Accounting,,,,,,,,,,,,,,,,,
501,emotorsdirect.ca,"Shop the largest selection of industrial motors, controls, and gear reducers in Canada. We deliver to every postal code in Canada. We specialize in getting you the best product for the job - as fast as possible. You need the right motor, and you...","14 MAR, 2023 18:41 UTC",18655,Published,Canada,Wholesale,,,,,,,,,,,,,,,,,
502,fiege.com,"259gb stolen data Integrated solutions including logistics, digital services, real estate and venture business. We are innovation leaders in logistics. With our modular concepts in logistics, digital services, real estate and enterprises, we opti...","14 MAR, 2023 16:08 UTC",25348,Published,Deutschland,"Transport, Logistik, Lieferkette und Lagerhaltung",,,,,,,,,,,,,,,,,
503,maximumind.com,I would say we were lucky if SPACE-X contractors were more talkative. But I think this material will find its buyer as soon as possible. Elon Musk we will help you sell your drawings to other manufacturers - build the ship faster and fly away....,"13 MAR, 2023 19:26 UTC",22984,Published,United States,Industrial Machinery Manufacturing,,,,,,,,,,,,,,,,,
504,plasticproductsco.com,"Last chance Founded in 1962, Plastic Products is a company that specializes in providing plastic, metal, and ceramic injection molding services.","13 MAR, 2023 17:21 UTC",22919,Published,United States,Plastics Manufacturing,,,,,,,,,,,,,,,,,
505,jaureguy.com.ar,"Jaureguy S.A.C. I. y A. is a company with more than 20 years of experience making and selling soda in disposable siphons. Jaureguy has their own fleet for the logistics of their products and a Distribution Center located in San Justo, La Matanza, Bu...","12 MAR, 2023 17:00 UTC",19156,Published,,,,,,,,,,,,,,,,,,,
506,schradercamargo.com,"Founded in 1963, Schrader Camargo is an engineering, procurement, and construction company. Other services Schrader Camargo offers include civil works, electromechanical assemblies, and operation and maintenance in the hydrocarbons","11 MAR, 2023 12:10 UTC",26734,Published,Colombia,Construction,,,,,,,,,,,,,,,,,
507,grupohospitalarvidas.com.br,Hospital e Maternidade Vidas is a company that operates in the Hospital & Health Care industry.,"11 MAR, 2023 12:07 UTC",26793,Published,Brasil,Hospitais e atendimento à saúde,,,,,,,,,,,,,,,,,
508,bonta-viva.it,Bonta Viva's authentic Italian cow milk cheese made from mozzarella and cream,"11 MAR, 2023 10:55 UTC",23078,Published,Italia,Produzione lattiero-casearia,,,,,,,,,,,,,,,,,
509,wyckoffcomfort.com,Wyckoff Heating & Cooling is always growing.,"11 MAR, 2023 10:44 UTC",22806,Published,United States,Consumer Services,,,,,,,,,,,,,,,,,
510,greggardnergm.com,"Shopping for a new or pre-owned GM vehicle? Shop for GMC, Buick, and Chevrolet models at Greg Gardner Motors, located in Squamish, BC.","11 MAR, 2023 10:40 UTC",22396,Published,Canada,Retail,,,,,,,,,,,,,,,,,
511,lubrimetal.com,Lubrimetal is a chemical company specializing in the production of lubricants and other chemicals for wire drawing and metal surface treatment.,"11 MAR, 2023 10:36 UTC",22201,Published,Italia,Chemical Manufacturing,,,,,,,,,,,,,,,,,
512,meinet.com,"ManagementExcellence, Inc. (MEI) has a solid track record in providing management services to membership organizations, bringing a unique set of skills and expertise to the table. We work in conjunction with several strategic partners who have specif...","11 MAR, 2023 10:31 UTC",22072,Published,,,,,,,,,,,,,,,,,,,
513,brandywine-homes.com,"Brandywine Homes is the builder of choice throughout Southern California, creating extraordinary homes built to last today and for generations to come.","11 MAR, 2023 10:24 UTC",22866,Published,,,,,,,,,,,,,,,,,,,
514,cqservice.sk,"Spoločnosť CQ service, spol. s r.o. pôsobí na trhu informačných technológií už od roku 1992. Po úvodných rokoch dodávok výpočtovej techniky sa začala orientovať aj na poskytovanie služieb spojených s výpočtovou technikou.","11 MAR, 2023 10:22 UTC",22080,Published,Slovensko,Information Technology & Services,,,,,,,,,,,,,,,,,
515,inphenix.com,"Inphenix designs and manufactures lasers and light sources that are critical in state of the art applications in the medical, telecom, sensing and measurement industries.","11 MAR, 2023 10:18 UTC",21363,Published,United States,Telecommunications,,,,,,,,,,,,,,,,,
516,omegaservicos.com.br,The Omega Group develops customized solutions for your business,"11 MAR, 2023 10:15 UTC",24381,Published,Brasil,Security and Investigations,,,,,,,,,,,,,,,,,
517,cktc.edu,"CKTC was one of the first technology centers in the state. Contractors completed construction on building 100 in September 1968, and Caddo Kiowa Technology Center opened its doors to the public for the first time that year. CKTC offered 11 programs t...","11 MAR, 2023 10:11 UTC",12843,Published,السعودية,Professional Training and Coaching,,,,,,,,,,,,,,,,,
518,favoritefoods.com,"The Mission of Favorite Foods is to provide quality products, superior service and innovative solutions to a select group of customers, and to make a significant contribution to their success. We strive to create mutually profitable long term relatio...","11 MAR, 2023 09:26 UTC",21232,Published,United States,Food and Beverage Services,,,,,,,,,,,,,,,,,
519,eprinsa.es,"Eprinsa is a public company created by the Diputación de Córdoba with the aim of providing comprehensive computer assistance, staff training and cartographic production.","10 MAR, 2023 19:56 UTC",21670,Published,,Government Administration,,,,,,,,,,,,,,,,,
520,micos.com,"Micos Engineering GmbH is an independent advanced engineering company that focuses on optical instrumentation for the European space market. As industrial partner it delivers (pre-) design, engineering, AIT (assembly, integration and testing) and ser...","10 MAR, 2023 12:34 UTC",25158,Published,Australia,Construction,,,,,,,,,,,,,,,,,
521,drilmaco.com,"Drilmaco specializes in deep hole drilling & honing, CNC lathe machining and milling operations. Specifically, we provide material sizing by the following processes: Turning Drilling Boring Milling Threading (TPCQ(EX), API, etc..)","10 MAR, 2023 12:23 UTC",20414,Published,,Oil and Gas,,,,,,,,,,,,,,,,,
522,heidelbergbread.com,"At Heidelberg Bread Company we promise to provide health conscious consumers with fresh, all natural, artisan breads made from sustainably sourced ingredients baked under Orthodox Union kosher standards that have an old world taste, and sold at an af...","10 MAR, 2023 12:12 UTC",24549,Published,United States,Wholesale,,,,,,,,,,,,,,,,,
523,schauenburg.com,"Schauenburg Industries Ltd. of North Bay, Ontario, Canada, is a Schauenburg Group company. Founded in 1969 in the heart of Canada's mining district, the company continues to supply products to the mining, tunneling, forestry and other industries.","10 MAR, 2023 12:10 UTC",21479,Published,Deutschland,Mining,,,,,,,,,,,,,,,,,
524,alpes-sante-travail.org,"Alpes Santé Travail est constitué en association loi 1901, au service de 4 700 entreprises adhérentes et 63 000 salariés, soumis à un renouvellement d’agrément tous les 5 ans par la DREETS. Notre agrément a été renouvelé le 19 janvier 2020 pour l’en...","10 MAR, 2023 12:03 UTC",33573,Published,France,Organismes civiques et sociaux,,,,,,,,,,,,,,,,,
525,kisp.com,"KiSP creates, develops and provides client-facing solutions to manufacturers, dealers, interior designers and customers in the office furniture industry. Founded in 1993, KiSP is headquartered in Toronto, Canada, with additional offices in Costa...","10 MAR, 2023 11:59 UTC",20519,Published,Canada,Design Services,,,,,,,,,,,,,,,,,
526,pmsoffice.de,"The hotel software hotline is the award-winning hotel program for small and large hotels, with individual extensions and TSE certification. Data related hotline software and hotels they cooperate.","09 MAR, 2023 22:26 UTC",21039,Published,,Government Administration,,,,,,,,,,,,,,,,,
527,audio-technica.com,"Audio-Technica was founded in Japan on 17th April 1962 by Hideo Matsushita. After operating from a small flat above a ramen shop in Shinjuku, Audio-Technica opened a larger headquarters in Machida, Tokyo, where the company still operates today.","09 MAR, 2023 05:56 UTC",31245,Published,United States,Computers and Electronics Manufacturing,,,,,,,,,,,,,,,,,
